site_name,,BCD,BNM,Cultural Venue Type,latitude,longitude
Blue Posts,,E09000033,City of Westminster,Pubs,51.51680298,-0.135428015
Champion,,E09000033,City of Westminster,Pubs,51.51692237,-0.13728247
Adam & Eve,,E09000033,City of Westminster,Pubs,51.5165025,-0.137458155
Harry Gordon's Bar & Kitchen,,E09000033,City of Westminster,Pubs,51.51454219,-0.151676989
All Bar One,,E09000033,City of Westminster,Pubs,51.51545636,-0.151481421
Lamb & Flag,,E09000033,City of Westminster,Pubs,51.5149091,-0.15042263
Henry Holland,,E09000033,City of Westminster,Pubs,51.51473627,-0.151438525
Golden Eagle,,E09000033,City of Westminster,Pubs,51.51764931,-0.150830456
Coach Makers Arms,,E09000033,City of Westminster,Pubs,51.51717858,-0.150633329
Angel In The Fields,,E09000033,City of Westminster,Pubs,51.51776419,-0.151272625
Cock & Lion,,E09000033,City of Westminster,Pubs,51.51636489,-0.149787098
Sourced Market,,E09000033,City of Westminster,Pubs,51.51625442,-0.150195146
Devonshire Arms,,E09000033,City of Westminster,Pubs,51.51618553,-0.152100478
Marylebone,,E09000033,City of Westminster,Pubs,51.51991761,-0.152107895
Prince Regent,,E09000033,City of Westminster,Pubs,51.52151751,-0.152057514
Coco Momo,,E09000033,City of Westminster,Pubs,51.52089002,-0.152183831
Beehive,,E09000033,City of Westminster,Pubs,51.52004435,-0.157306356
Barley Mow,,E09000033,City of Westminster,Pubs,51.51971253,-0.1556477
Union,,E09000033,City of Westminster,Pubs,51.51736775,-0.156938795
Masons Arms,,E09000033,City of Westminster,Pubs,51.52221207,-0.144216411
Thirsty Scholar,,E09000033,City of Westminster,Pubs,51.52349208,-0.144409409
Albany,,E09000033,City of Westminster,Pubs,51.52332189,-0.14388296
Tower Tavern,,E09000033,City of Westminster,Pubs,51.52066888,-0.142736813
King & Queen,,E09000033,City of Westminster,Pubs,51.5201828,-0.138734966
Horse & Groom,,E09000033,City of Westminster,Pubs,51.51986289,-0.142380432
Crown & Sceptre,,E09000033,City of Westminster,Pubs,51.51935897,-0.140656829
Stag's Head,,E09000033,City of Westminster,Pubs,51.5199206,-0.143185287
Ship,,E09000033,City of Westminster,Pubs,51.52035073,-0.14081822
Yorkshire Grey,,E09000033,City of Westminster,Pubs,51.51885722,-0.141340319
Green Man,,E09000033,City of Westminster,Pubs,51.51890796,-0.139435598
Social,,E09000033,City of Westminster,Pubs,51.5174344,-0.140648764
Riding House Cafe,,E09000033,City of Westminster,Pubs,51.51835244,-0.140697841
Kings Arms,,E09000033,City of Westminster,Pubs,51.51853431,-0.140258013
Market Place,,E09000033,City of Westminster,Pubs,51.51645072,-0.140429404
Cock,,E09000033,City of Westminster,Pubs,51.51682709,-0.141480659
KuPP,,E09000033,City of Westminster,Pubs,51.51871901,-0.173186395
Lockhouse,,E09000033,City of Westminster,Pubs,51.51911986,-0.171786597
Green Man,,E09000033,City of Westminster,Pubs,51.52064676,-0.170514595
146 Paddington,,E09000033,City of Westminster,Pubs,51.51575857,-0.175956897
Dar Marrakesh,,E09000033,City of Westminster,Pubs,51.52314713,-0.174003751
Cabin,,E09000033,City of Westminster,Pubs,51.51647233,-0.176749921
Beer House,,E09000033,City of Westminster,Pubs,51.51647233,-0.176749921
Mad Bishop & Bear,,E09000033,City of Westminster,Pubs,51.51647233,-0.176749921
Dickens Tavern,,E09000033,City of Westminster,Pubs,51.51578919,-0.17445672
Sawyers Arms,,E09000033,City of Westminster,Pubs,51.51538477,-0.174472898
Sussex Arms,,E09000033,City of Westminster,Pubs,51.51538477,-0.174472898
Cork & Bottle,,E09000033,City of Westminster,Pubs,51.5148235,-0.175388937
Monkey Puzzle,,E09000033,City of Westminster,Pubs,51.51689445,-0.170938886
Sky 23 at Hilton Metropole Hotel,,E09000033,City of Westminster,Pubs,51.51948609,-0.169898079
Rackhouse at Hilton Metropole Hotel,,E09000033,City of Westminster,Pubs,51.51948609,-0.169898079
EDG bar & Lounge at Hilton Metropole Hotel,,E09000033,City of Westminster,Pubs,51.51948609,-0.169898079
Heist Bank,,E09000033,City of Westminster,Pubs,51.51850069,-0.177072464
Royal Standard,,E09000033,City of Westminster,Pubs,51.51796795,-0.170002207
Royal Exchange,,E09000033,City of Westminster,Pubs,51.51821577,-0.169747235
Cads,,E09000033,City of Westminster,Pubs,51.51620872,-0.171946464
Fountains Abbey,,E09000033,City of Westminster,Pubs,51.5163655,-0.173929204
Duke of Kendal,,E09000033,City of Westminster,Pubs,51.51468107,-0.165680495
Heron,,E09000033,City of Westminster,Pubs,51.51673826,-0.16726975
Salt Bar,,E09000033,City of Westminster,Pubs,51.51423781,-0.162066352
Victoria,,E09000033,City of Westminster,Pubs,51.51348588,-0.170916958
Serpentine Bar & Kitchen,,E09000033,City of Westminster,Pubs,51.50799945,-0.166251624
Pride of Paddington,,E09000033,City of Westminster,Pubs,51.51474636,-0.17679005
Leinster Arms,,E09000033,City of Westminster,Pubs,51.51166555,-0.182821913
Swan,,E09000033,City of Westminster,Pubs,51.51170627,-0.176752963
Mitre,,E09000033,City of Westminster,Pubs,51.51249139,-0.178667214
Prince Alfred,,E09000033,City of Westminster,Pubs,51.51323006,-0.187457992
Kings Head,,E09000033,City of Westminster,Pubs,51.51239288,-0.189148608
Phoenix,,E09000033,City of Westminster,Pubs,51.51229704,-0.189930652
Prince Edward,,E09000033,City of Westminster,Pubs,51.51318114,-0.193613923
Bayswater Arms,,E09000033,City of Westminster,Pubs,51.51211245,-0.187877083
Queens Ice & Bowl,,E09000033,City of Westminster,Pubs,51.51094466,-0.187375812
65 Westbourne,,E09000033,City of Westminster,Pubs,51.51525484,-0.191629353
Porchester,,E09000033,City of Westminster,Pubs,51.51612339,-0.187890773
Pomona's,,E09000033,City of Westminster,Pubs,51.51545677,-0.19423008
Prince Bonaparte,,E09000033,City of Westminster,Pubs,51.51676888,-0.195345634
Westbourne,,E09000033,City of Westminster,Pubs,51.51939936,-0.194477652
Cow,,E09000033,City of Westminster,Pubs,51.51903909,-0.195025225
Cleveland Arms,,E09000033,City of Westminster,Pubs,51.51490242,-0.181049981
Smith's Bar & Grill,,E09000033,City of Westminster,Pubs,51.51914202,-0.178992741
Union Bar & Grill,,E09000033,City of Westminster,Pubs,51.5192812,-0.180428596
Prince of Wales,,E09000033,City of Westminster,Pubs,51.5169565,-0.180132131
Bridge House,,E09000033,City of Westminster,Pubs,51.52061311,-0.184555691
Windsor Castle,,E09000033,City of Westminster,Pubs,51.52546172,-0.178855815
Prince Alfred,,E09000033,City of Westminster,Pubs,51.52466243,-0.184726119
Real Ale,,E09000033,City of Westminster,Pubs,51.52466243,-0.184726119
Warrington,,E09000033,City of Westminster,Pubs,51.52652156,-0.183412331
Elgin,,E09000033,City of Westminster,Pubs,51.53025472,-0.185815561
Eagle,,E09000033,City of Westminster,Pubs,51.52536036,-0.179277925
Union Tavern,,E09000033,City of Westminster,Pubs,51.52283025,-0.200050293
Angies Freehouse II,,E09000033,City of Westminster,Pubs,51.52365634,-0.201142106
Hero of Maida,,E09000033,City of Westminster,Pubs,51.52415891,-0.18822032
Waterway,,E09000033,City of Westminster,Pubs,51.52273992,-0.187757724
Warwick Castle,,E09000033,City of Westminster,Pubs,51.52210214,-0.183732448
Kenricks Bar,,E09000033,City of Westminster,Pubs,51.52457531,-0.201841072
Old White Horse,,E09000033,City of Westminster,Pubs,51.51472173,-0.117165624
Tuttons,,E09000033,City of Westminster,Pubs,51.51225695,-0.121605304
Nell of Old Drury,,E09000033,City of Westminster,Pubs,51.51247215,-0.120443484
Lowlander,,E09000033,City of Westminster,Pubs,51.51461634,-0.122372963
Prince of Wales,,E09000033,City of Westminster,Pubs,51.51464191,-0.121723338
Bow Street Tavern,,E09000033,City of Westminster,Pubs,51.51303534,-0.121357086
Marquess Of Anglesey,,E09000033,City of Westminster,Pubs,51.51303534,-0.121357086
Coach & Horses,,E09000033,City of Westminster,Pubs,51.51242146,-0.12064734
Mabel's,,E09000033,City of Westminster,Pubs,51.51065315,-0.123660087
Cinnamon Bazaar,,E09000033,City of Westminster,Pubs,51.51065315,-0.123660087
Grind,,E09000033,City of Westminster,Pubs,51.51104397,-0.122793738
Maple Leaf,,E09000033,City of Westminster,Pubs,51.51104397,-0.122793738
Big Easy,,E09000033,City of Westminster,Pubs,51.51067758,-0.122938509
Porterhouse,,E09000033,City of Westminster,Pubs,51.51067758,-0.122938509
Roadhouse,,E09000033,City of Westminster,Pubs,51.51206247,-0.122939204
Nags Head,,E09000033,City of Westminster,Pubs,51.513019,-0.123706951
White Lion,,E09000033,City of Westminster,Pubs,51.51285446,-0.124102843
All Bar One,,E09000033,City of Westminster,Pubs,51.51073449,-0.124247615
Punch & Judy,,E09000033,City of Westminster,Pubs,51.51206247,-0.122939204
Maxwells,,E09000033,City of Westminster,Pubs,51.51094372,-0.124397544
Round House,,E09000033,City of Westminster,Pubs,51.51138198,-0.125935999
Lamb & Flag,,E09000033,City of Westminster,Pubs,51.51166311,-0.125520926
Sun Tavern,,E09000033,City of Westminster,Pubs,51.51396284,-0.122558386
Freemasons Arms,,E09000033,City of Westminster,Pubs,51.51452648,-0.12237666
Porcupine,,E09000033,City of Westminster,Pubs,51.51174161,-0.128183887
Cambridge,,E09000033,City of Westminster,Pubs,51.51361588,-0.129548259
Montagu Pyke,,E09000033,City of Westminster,Pubs,51.51399769,-0.129806449
Royal George,,E09000033,City of Westminster,Pubs,51.51514771,-0.130869114
Garrick Arms,,E09000033,City of Westminster,Pubs,51.5103558,-0.128125426
Brewmaster,,E09000033,City of Westminster,Pubs,51.51143031,-0.127836361
Zoo Too,,E09000033,City of Westminster,Pubs,51.51084566,-0.128955617
Zoo Bar,,E09000033,City of Westminster,Pubs,51.51084566,-0.128955617
La Chandelle,,E09000033,City of Westminster,Pubs,51.51005527,-0.129016837
Bear & Staff,,E09000033,City of Westminster,Pubs,51.51085097,-0.128724815
Ku Bar,,E09000033,City of Westminster,Pubs,51.51177724,-0.129854197
Slug & Lettuce,,E09000033,City of Westminster,Pubs,51.51135131,-0.131341639
Imperial,,E09000033,City of Westminster,Pubs,51.51109555,-0.131092702
Squares,,E09000033,City of Westminster,Pubs,51.50919155,-0.130118654
Salvador & Amanda,,E09000033,City of Westminster,Pubs,51.51198704,-0.127784701
TGI Fridays Bar & Restaurant,,E09000033,City of Westminster,Pubs,51.51013684,-0.129056728
Moon Under Water,,E09000033,City of Westminster,Pubs,51.51068872,-0.129264691
Chiquito,,E09000033,City of Westminster,Pubs,51.51068872,-0.129264691
All Bar One,,E09000033,City of Westminster,Pubs,51.51039205,-0.130962981
Long Acre,,E09000033,City of Westminster,Pubs,51.51226726,-0.127312024
Browns Bar & Brasserie,,E09000033,City of Westminster,Pubs,51.51128815,-0.127381018
Round Table,,E09000033,City of Westminster,Pubs,51.51089572,-0.127584468
Salisbury,,E09000033,City of Westminster,Pubs,51.51079987,-0.1272137
Lemon Tree,,E09000033,City of Westminster,Pubs,51.50993994,-0.125735801
Terroirs,,E09000033,City of Westminster,Pubs,51.50939613,-0.125469909
Mr Fogg's Tavern,,E09000033,City of Westminster,Pubs,51.51082938,-0.126808967
Chandos,,E09000033,City of Westminster,Pubs,51.51001803,-0.126683739
Marquis,,E09000033,City of Westminster,Pubs,51.50976942,-0.125757214
Harp,,E09000033,City of Westminster,Pubs,51.50976942,-0.125757214
Halfway To Heaven,,E09000033,City of Westminster,Pubs,51.50847553,-0.126386771
Alchemist,,E09000033,City of Westminster,Pubs,51.51126328,-0.126949689
White Swan,,E09000033,City of Westminster,Pubs,51.51101813,-0.125677117
Kerridge's Bar & Grill,,E09000033,City of Westminster,Pubs,51.50673766,-0.124555948
Sherlock Holmes,,E09000033,City of Westminster,Pubs,51.50736811,-0.125178516
Hispaniola,,E09000033,City of Westminster,Pubs,51.50608185,-0.122349334
Admiralty,,E09000033,City of Westminster,Pubs,51.50727997,-0.128669454
Beer House,,E09000033,City of Westminster,Pubs,51.50835989,-0.124777513
Ship & Shovell,,E09000033,City of Westminster,Pubs,51.50757504,-0.124622418
Retro Bar,,E09000033,City of Westminster,Pubs,51.50913208,-0.123578501
Theodore Bullfrog,,E09000033,City of Westminster,Pubs,51.50884104,-0.123936326
Princess of Wales,,E09000033,City of Westminster,Pubs,51.50821841,-0.123803397
Champagne Charlie's,,E09000033,City of Westminster,Pubs,51.50808822,-0.124096962
Players Bar & Kitchen,,E09000033,City of Westminster,Pubs,51.50808822,-0.124096962
All Bar One,,E09000033,City of Westminster,Pubs,51.50837533,-0.124618361
Hungerford House Bar & Kitchen,,E09000033,City of Westminster,Pubs,51.50738978,-0.122036149
Savoy Tap,,E09000033,City of Westminster,Pubs,51.51090887,-0.119412577
Coal Hole,,E09000033,City of Westminster,Pubs,51.51021371,-0.121487627
Knights Bar,,E09000033,City of Westminster,Pubs,51.51055174,-0.120695498
Lyceum Tavern,,E09000033,City of Westminster,Pubs,51.51124831,-0.119830942
Wellington,,E09000033,City of Westminster,Pubs,51.51124831,-0.119830942
Nell Gwynne,,E09000033,City of Westminster,Pubs,51.51046074,-0.122875368
George,,E09000033,City of Westminster,Pubs,51.51308952,-0.112966935
Daly's Wine Bar,,E09000033,City of Westminster,Pubs,51.51308952,-0.112966935
Salsa!,,E09000033,City of Westminster,Pubs,51.51103275,-0.113686073
Edgar Wallace,,E09000033,City of Westminster,Pubs,51.51287199,-0.112860631
Temple Brew House,,E09000033,City of Westminster,Pubs,51.51287199,-0.112860631
Cheshire Cheese,,E09000033,City of Westminster,Pubs,51.51268674,-0.113084472
Simmons,,E09000033,City of Westminster,Pubs,51.51279277,-0.113526865
Sporting Page,,E09000020,Kensington and Chelsea,Pubs,51.48467026,-0.179387497
Rileys,,E09000020,Kensington and Chelsea,Pubs,51.48337964,-0.177350481
World's End Market,,E09000020,Kensington and Chelsea,Pubs,51.482653,-0.178041948
Chelsea Ram,,E09000020,Kensington and Chelsea,Pubs,51.47911255,-0.182848999
Lots Road Pub & Dining Rooms,,E09000020,Kensington and Chelsea,Pubs,51.4782524,-0.183632019
Finborough Arms,,E09000020,Kensington and Chelsea,Pubs,51.4861579,-0.189511627
Hollywood Arms,,E09000020,Kensington and Chelsea,Pubs,51.48627506,-0.18429285
Kings Arms,,E09000020,Kensington and Chelsea,Pubs,51.48619634,-0.180954325
Sophie's,,E09000020,Kensington and Chelsea,Pubs,51.48672674,-0.179204754
Fox & Pheasant,,E09000020,Kensington and Chelsea,Pubs,51.48207015,-0.188017201
Chelsea Pensioner,,E09000020,Kensington and Chelsea,Pubs,51.48151793,-0.187779832
Royal Court Cafe Bar & Kitchen,,E09000020,Kensington and Chelsea,Pubs,51.49261133,-0.156396522
Colbert,,E09000020,Kensington and Chelsea,Pubs,51.49284318,-0.156271918
Rose & Crown,,E09000020,Kensington and Chelsea,Pubs,51.49003704,-0.156817287
Botanist,,E09000020,Kensington and Chelsea,Pubs,51.49309103,-0.156593249
Antelope,,E09000020,Kensington and Chelsea,Pubs,51.49417636,-0.155843541
Harrods Terrace Bar,,E09000020,Kensington and Chelsea,Pubs,51.49944476,-0.163209339
Gloucester,,E09000020,Kensington and Chelsea,Pubs,51.49995225,-0.159442837
Bunch Of Grapes,,E09000020,Kensington and Chelsea,Pubs,51.4976684,-0.166925834
Hour Glass,,E09000020,Kensington and Chelsea,Pubs,51.49408775,-0.168553376
Enterprise,,E09000020,Kensington and Chelsea,Pubs,51.49529443,-0.16578215
Admiral Codrington,,E09000020,Kensington and Chelsea,Pubs,51.49383134,-0.165956153
Builders Arms,,E09000020,Kensington and Chelsea,Pubs,51.48906623,-0.167746323
Surprise,,E09000020,Kensington and Chelsea,Pubs,51.48628051,-0.162701463
Phoenix,,E09000020,Kensington and Chelsea,Pubs,51.48898563,-0.163168899
Chelsea Potter,,E09000020,Kensington and Chelsea,Pubs,51.48839216,-0.16604482
Caffe Concerto,,E09000020,Kensington and Chelsea,Pubs,51.49150722,-0.160532201
Chelsea Pig,,E09000020,Kensington and Chelsea,Pubs,51.48472748,-0.172658912
Cross Keys,,E09000020,Kensington and Chelsea,Pubs,51.48374747,-0.170940929
Phene,,E09000020,Kensington and Chelsea,Pubs,51.48524359,-0.167697913
Coopers Arms,,E09000020,Kensington and Chelsea,Pubs,51.486082,-0.164956414
Crown,,E09000020,Kensington and Chelsea,Pubs,51.49007835,-0.173251637
Sydney Arms,,E09000020,Kensington and Chelsea,Pubs,51.48853219,-0.16925139
Duke of Clarence,,E09000020,Kensington and Chelsea,Pubs,51.49096179,-0.182651716
Drayton Arms,,E09000020,Kensington and Chelsea,Pubs,51.49064332,-0.183571901
King's Head,,E09000020,Kensington and Chelsea,Pubs,51.49289264,-0.192961472
Blackbird,,E09000020,Kensington and Chelsea,Pubs,51.49196397,-0.192220314
Courtfield,,E09000020,Kensington and Chelsea,Pubs,51.49196397,-0.192220314
Bolton,,E09000020,Kensington and Chelsea,Pubs,51.48978397,-0.190808454
Pembroke,,E09000020,Kensington and Chelsea,Pubs,51.48869542,-0.191946285
Earls Court Tavern,,E09000020,Kensington and Chelsea,Pubs,51.49382784,-0.194710821
Prince of Teck,,E09000020,Kensington and Chelsea,Pubs,51.49296864,-0.193808406
Hoop & Toy,,E09000020,Kensington and Chelsea,Pubs,51.49474823,-0.174001316
Zetland Arms,,E09000020,Kensington and Chelsea,Pubs,51.49372046,-0.176145689
Anglesea Arms,,E09000020,Kensington and Chelsea,Pubs,51.49027252,-0.177061193
Tavern,,E09000020,Kensington and Chelsea,Pubs,51.49421909,-0.185100839
Coco Momo,,E09000020,Kensington and Chelsea,Pubs,51.49818642,-0.183459204
Gloucester Arms,,E09000020,Kensington and Chelsea,Pubs,51.49914753,-0.183968465
Stanhope Arms,,E09000020,Kensington and Chelsea,Pubs,51.49423562,-0.182103693
Steak & Co,,E09000020,Kensington and Chelsea,Pubs,51.49317424,-0.182088313
Hereford Arms,,E09000020,Kensington and Chelsea,Pubs,51.49308198,-0.181357288
Queens Arms,,E09000020,Kensington and Chelsea,Pubs,51.49981066,-0.180916424
Chilled Eskimo,,E09000020,Kensington and Chelsea,Pubs,51.52488464,-0.211487457
Eagle,,E09000020,Kensington and Chelsea,Pubs,51.52272006,-0.212840843
Portobello House,,E09000020,Kensington and Chelsea,Pubs,51.51937172,-0.211458519
Ariadnes Nectar,,E09000020,Kensington and Chelsea,Pubs,51.51864472,-0.224574785
Garden Bar & Grill,,E09000020,Kensington and Chelsea,Pubs,51.51243904,-0.217999371
Pig & Whistle,,E09000020,Kensington and Chelsea,Pubs,51.51395922,-0.21743558
Italian Job,,E09000020,Kensington and Chelsea,Pubs,51.51839037,-0.204318941
Distillery,,E09000020,Kensington and Chelsea,Pubs,51.51646125,-0.205187576
UKAI,,E09000020,Kensington and Chelsea,Pubs,51.51790983,-0.206413409
Mau Mau,,E09000020,Kensington and Chelsea,Pubs,51.51785221,-0.2067616
Castle,,E09000020,Kensington and Chelsea,Pubs,51.51631354,-0.205524886
E & O,,E09000020,Kensington and Chelsea,Pubs,51.51590145,-0.205627569
Elgin,,E09000020,Kensington and Chelsea,Pubs,51.51638501,-0.209024462
Tabernacle,,E09000020,Kensington and Chelsea,Pubs,51.51670223,-0.201545966
Portobello Star,,E09000020,Kensington and Chelsea,Pubs,51.51420514,-0.204080073
Duke of Wellington,,E09000020,Kensington and Chelsea,Pubs,51.51552416,-0.20506589
Electric Diner,,E09000020,Kensington and Chelsea,Pubs,51.51552416,-0.20506589
Earl of Lonsdale,,E09000020,Kensington and Chelsea,Pubs,51.51328618,-0.203381215
Sun In Splendour,,E09000020,Kensington and Chelsea,Pubs,51.51077347,-0.197859689
Prince Albert,,E09000020,Kensington and Chelsea,Pubs,51.50952947,-0.197663817
Ladbroke Arms,,E09000020,Kensington and Chelsea,Pubs,51.50910309,-0.202695627
Mitre,,E09000020,Kensington and Chelsea,Pubs,51.50785685,-0.204113688
Stewart Arms,,E09000020,Kensington and Chelsea,Pubs,51.50571944,-0.216085818
Castle,,E09000020,Kensington and Chelsea,Pubs,51.50682226,-0.207612815
Crown & Sceptre,,E09000020,Kensington and Chelsea,Pubs,51.49762145,-0.206936662
Society Bar,,E09000020,Kensington and Chelsea,Pubs,51.49647441,-0.207788483
Warwick Arms,,E09000020,Kensington and Chelsea,Pubs,51.49516892,-0.202984746
Champion,,E09000020,Kensington and Chelsea,Pubs,51.50997184,-0.192515987
Old Swan,,E09000020,Kensington and Chelsea,Pubs,51.50878617,-0.194940712
Prince of Wales,,E09000020,Kensington and Chelsea,Pubs,51.50254476,-0.190821615
Elephant & Castle,,E09000020,Kensington and Chelsea,Pubs,51.50321348,-0.192783559
Mall Tavern,,E09000020,Kensington and Chelsea,Pubs,51.50811126,-0.193742504
Piano Bar & Restaurant,,E09000020,Kensington and Chelsea,Pubs,51.50171384,-0.192338619
Builders Arms,,E09000020,Kensington and Chelsea,Pubs,51.499996,-0.188242715
Greyhound,,E09000020,Kensington and Chelsea,Pubs,51.50075883,-0.189307474
Goat Tavern,,E09000020,Kensington and Chelsea,Pubs,51.50204685,-0.188276606
Whole Foods Market,,E09000020,Kensington and Chelsea,Pubs,51.50162241,-0.191074291
Abingdon,,E09000020,Kensington and Chelsea,Pubs,51.49732083,-0.196128712
Princess Victoria,,E09000020,Kensington and Chelsea,Pubs,51.49830357,-0.198049306
Hansom Cab,,E09000020,Kensington and Chelsea,Pubs,51.496086,-0.197113927
Scarsdale Tavern,,E09000020,Kensington and Chelsea,Pubs,51.49771234,-0.199369289
Devonshire Arms,,E09000020,Kensington and Chelsea,Pubs,51.4970607,-0.192666884
Britannia,,E09000020,Kensington and Chelsea,Pubs,51.49711716,-0.194580792
Windsor Castle,,E09000020,Kensington and Chelsea,Pubs,51.50654014,-0.198588806
Churchill Arms,,E09000020,Kensington and Chelsea,Pubs,51.50655292,-0.194740818
Hillgate,,E09000020,Kensington and Chelsea,Pubs,51.50810051,-0.197720239
Uxbridge Arms,,E09000020,Kensington and Chelsea,Pubs,51.50840137,-0.198572997
McGettigan's,,E09000013,Hammersmith and Fulham,Pubs,51.48004281,-0.196508098
Oyster Rooms,,E09000013,Hammersmith and Fulham,Pubs,51.48004281,-0.196508098
Whole Foods Market,,E09000013,Hammersmith and Fulham,Pubs,51.48004281,-0.196508098
Malt House,,E09000013,Hammersmith and Fulham,Pubs,51.48160661,-0.198203523
Market Hall Fulham,,E09000013,Hammersmith and Fulham,Pubs,51.48059429,-0.194945357
Maddisons,,E09000013,Hammersmith and Fulham,Pubs,51.48059429,-0.194945357
Kona Kai,,E09000013,Hammersmith and Fulham,Pubs,51.48012067,-0.19280378
Butcher's Hook,,E09000013,Hammersmith and Fulham,Pubs,51.48030115,-0.188764145
Frankie's Sports Bar & Diner,,E09000013,Hammersmith and Fulham,Pubs,51.48112478,-0.190272561
Simmons,,E09000013,Hammersmith and Fulham,Pubs,51.48125648,-0.199412685
Cock Tavern,,E09000013,Hammersmith and Fulham,Pubs,51.48125648,-0.199412685
Goose,,E09000013,Hammersmith and Fulham,Pubs,51.48519105,-0.202656957
Harwood Arms,,E09000013,Hammersmith and Fulham,Pubs,51.48242812,-0.197825509
Atlas,,E09000013,Hammersmith and Fulham,Pubs,51.48622487,-0.196192274
Prince,,E09000013,Hammersmith and Fulham,Pubs,51.48709313,-0.197684822
George & Dragon,,E09000013,Hammersmith and Fulham,Pubs,51.48550489,-0.202010865
Lillie Langtry,,E09000013,Hammersmith and Fulham,Pubs,51.48626573,-0.19826479
Rose,,E09000013,Hammersmith and Fulham,Pubs,51.47671177,-0.189842268
Queen Elizabeth,,E09000013,Hammersmith and Fulham,Pubs,51.47454518,-0.188718371
Tommy Tucker,,E09000013,Hammersmith and Fulham,Pubs,51.47816947,-0.192232795
Chelsea Lodge,,E09000013,Hammersmith and Fulham,Pubs,51.47949904,-0.187485355
Jam Tree,,E09000013,Hammersmith and Fulham,Pubs,51.4789789,-0.187577966
Imperial Arms,,E09000013,Hammersmith and Fulham,Pubs,51.47845457,-0.188563618
Sands End,,E09000013,Hammersmith and Fulham,Pubs,51.47237013,-0.18704774
Waterside Inn,,E09000013,Hammersmith and Fulham,Pubs,51.47323949,-0.181051861
Callow Ruscoe,,E09000013,Hammersmith and Fulham,Pubs,51.47162405,-0.191728215
Joe's Brasserie,,E09000013,Hammersmith and Fulham,Pubs,51.47245242,-0.191796276
Golden Lion,,E09000013,Hammersmith and Fulham,Pubs,51.47003478,-0.210062886
Eight Bells,,E09000013,Hammersmith and Fulham,Pubs,51.4680477,-0.210083032
Temperance,,E09000013,Hammersmith and Fulham,Pubs,51.46985614,-0.21073221
King's Head,,E09000013,Hammersmith and Fulham,Pubs,51.47090548,-0.211137536
Amuse Bouche,,E09000013,Hammersmith and Fulham,Pubs,51.47488949,-0.200570436
Boma Green (Bar & Restaurant),,E09000013,Hammersmith and Fulham,Pubs,51.47222459,-0.202129578
King's Arms,,E09000013,Hammersmith and Fulham,Pubs,51.46917725,-0.209851663
Pilango Cider,,E09000013,Hammersmith and Fulham,Pubs,51.47331229,-0.205038764
White Horse,,E09000013,Hammersmith and Fulham,Pubs,51.4737703,-0.199131281
Duke On The Green,,E09000013,Hammersmith and Fulham,Pubs,51.4725593,-0.199913316
Fulham Wine Rooms,,E09000013,Hammersmith and Fulham,Pubs,51.4740064,-0.206912312
Slug @ Fulham,,E09000013,Hammersmith and Fulham,Pubs,51.48028048,-0.19851498
Brown Cow,,E09000013,Hammersmith and Fulham,Pubs,51.47470609,-0.206798485
Octoberfest Pub,,E09000013,Hammersmith and Fulham,Pubs,51.47470609,-0.206798485
Durell Arms,,E09000013,Hammersmith and Fulham,Pubs,51.4738769,-0.207853377
Mitre,,E09000013,Hammersmith and Fulham,Pubs,51.48021528,-0.203644579
Wellington,,E09000013,Hammersmith and Fulham,Pubs,51.48275502,-0.2021334
Rylston,,E09000013,Hammersmith and Fulham,Pubs,51.4836864,-0.207757115
Captain Cook,,E09000013,Hammersmith and Fulham,Pubs,51.48106877,-0.209472697
Bedford Arms,,E09000013,Hammersmith and Fulham,Pubs,51.48125574,-0.209350162
Pavilion,,E09000013,Hammersmith and Fulham,Pubs,51.51857492,-0.227690892
Queen Adelaide,,E09000013,Hammersmith and Fulham,Pubs,51.50659762,-0.23789715
Pocket Watch,,E09000013,Hammersmith and Fulham,Pubs,51.50663354,-0.2390918
All Star Lanes,,E09000013,Hammersmith and Fulham,Pubs,51.5103917,-0.222345044
Real Greek,,E09000013,Hammersmith and Fulham,Pubs,51.50756932,-0.221244486
Caffe Concerto,,E09000013,Hammersmith and Fulham,Pubs,51.50805535,-0.223646517
Puttshack,,E09000013,Hammersmith and Fulham,Pubs,51.51010306,-0.221693371
Ichiba,,E09000013,Hammersmith and Fulham,Pubs,51.51010306,-0.221693371
Maple,,E09000013,Hammersmith and Fulham,Pubs,51.51010306,-0.221693371
Green,,E09000013,Hammersmith and Fulham,Pubs,51.50545764,-0.225505581
Queens Tavern,,E09000013,Hammersmith and Fulham,Pubs,51.51023169,-0.23079625
Bull,,E09000013,Hammersmith and Fulham,Pubs,51.50955509,-0.224106948
Feast Bar & Kitchen,,E09000013,Hammersmith and Fulham,Pubs,51.51337959,-0.227849426
W12 Studios,,E09000013,Hammersmith and Fulham,Pubs,51.51337959,-0.227849426
Defector's Weld,,E09000013,Hammersmith and Fulham,Pubs,51.50507051,-0.223099818
Oak,,E09000013,Hammersmith and Fulham,Pubs,51.49907193,-0.240968234
Shepherd & Flock,,E09000013,Hammersmith and Fulham,Pubs,51.50233704,-0.227874624
Loading,,E09000013,Hammersmith and Fulham,Pubs,51.5013938,-0.23270923
White Horse,,E09000013,Hammersmith and Fulham,Pubs,51.50556987,-0.22757622
Bush Theatre Library Bar,,E09000013,Hammersmith and Fulham,Pubs,51.50502516,-0.225450343
